"state","population","measure_name","measure_abbreviation","state_rate","ffy","reporting_date","pandemic"
"Tennessee","Medicaid","Contraceptive Care: All Women Ages 21 to 44","CCW-AD","22.8",2021,2022-06-01,TRUE
"Tennessee","Medicaid","Contraceptive Care: All Women Ages 21 to 44","CCW-AD","4.5",2021,2022-06-01,TRUE
"Tennessee","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","13.0",2021,2022-06-01,TRUE
"Tennessee","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","43.7",2021,2022-06-01,TRUE
"Tennessee","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","2.6",2021,2022-06-01,TRUE
"Tennessee","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","12.8",2021,2022-06-01,TRUE
"Tennessee","Medicaid","Prenatal and Postpartum Care: Postpartum Care","PPC-AD","72.7",2021,2022-06-01,TRUE
"Tennessee","Medicaid","Breast Cancer Screening: Ages 50 to 74","BCS-AD","52.0",2021,2022-06-01,TRUE
"Tennessee","Medicaid","Cervical Cancer Screening: Ages 21 to 64","CCS-AD","59.6",2021,2022-06-01,TRUE
"Tennessee","Medicaid","Chlamydia Screening in Women Ages 21 to 24","CHL-AD","55.7",2021,2022-06-01,TRUE
"Tennessee","Medicaid","Flu Vaccinations for Adults Ages 18 to 64","FVA-AD","37.8",2021,2022-06-01,TRUE
"Texas","Medicaid","Adherence to Antipsychotic Medications for Individuals with Schizophrenia: Age 18 and older","SAA-AD","58.7",2021,2022-06-01,TRUE
"Texas","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","54.2",2021,2022-06-01,TRUE
"Texas","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","38.4",2021,2022-06-01,TRUE
"Texas","Medicaid","Concurrent Use of Opioids and Benzodiazepines: Age 18 and older","COB-AD","18.5",2021,2022-06-01,TRUE
"Texas","Medicaid","Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18 to 64","SSD-AD","76.5",2021,2022-06-01,TRUE
"Texas","Medicaid","Follow-Up After Emergency Department Visit for Alcohol and Other Drug Abuse or Dependence: Age 18 and Older","FUA-AD","3.4",2021,2022-06-01,TRUE
"Texas","Medicaid","Follow-Up After Emergency Department Visit for Alcohol and Other Drug Abuse or Dependence: Age 18 and Older","FUA-AD","5.3",2021,2022-06-01,TRUE
"Texas","Medicaid","Follow-Up After Emergency Department Visit for Mental Illness: Age 18 and Older","FUM-AD","28.1",2021,2022-06-01,TRUE
"Texas","Medicaid","Follow-Up After Emergency Department Visit for Mental Illness: Age 18 and Older","FUM-AD","43.5",2021,2022-06-01,TRUE
"Texas","Medicaid","Follow-Up After Hospitalization for Mental Illness: Age 18 and Older","FUH-AD","32.9",2021,2022-06-01,TRUE
"Texas","Medicaid","Follow-Up After Hospitalization for Mental Illness: Age 18 and Older","FUH-AD","53.5",2021,2022-06-01,TRUE
"Texas","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","42.8",2021,2022-06-01,TRUE
"Texas","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","7.2",2021,2022-06-01,TRUE
"Texas","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","42.4",2021,2022-06-01,TRUE
"Texas","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","11.7",2021,2022-06-01,TRUE
"Texas","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","41.5",2021,2022-06-01,TRUE
"Texas","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","8.7",2021,2022-06-01,TRUE
"Texas","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","41.1",2021,2022-06-01,TRUE
"Texas","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","8.8",2021,2022-06-01,TRUE
"Texas","Medicaid","Medical Assistance With Smoking and Tobacco Use Cessation: Age 18 and older","MSC-AD","66.8",2021,2022-06-01,TRUE
"Texas","Medicaid","Medical Assistance With Smoking and Tobacco Use Cessation: Age 18 and older","MSC-AD","44.1",2021,2022-06-01,TRUE
"Texas","Medicaid","Medical Assistance With Smoking and Tobacco Use Cessation: Age 18 and older","MSC-AD","33.2",2021,2022-06-01,TRUE
"Texas","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","60.9",2021,2022-06-01,TRUE
"Texas","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","52.7",2021,2022-06-01,TRUE
"Texas","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","58.3",2021,2022-06-01,TRUE
"Texas","Medicaid","Controlling High Blood Pressure: Ages 18 to 85","CBP-AD","51.8",2021,2022-06-01,TRUE
"Texas","Medicaid","Plan All-Cause Readmissions: Ages 18 to 64","PCR-AD","1.1431",2021,2022-06-01,TRUE
"Texas","Medicaid","PQI 01: Diabetes Short-Term Complications Admission Rate: Age 18 and Older","PQI01-AD","27.0",2021,2022-06-01,TRUE
"Texas","Medicaid","PQI 05: Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate: Age 40 and Older","PQI05-AD","85.5",2021,2022-06-01,TRUE
"Texas","Medicaid","PQI 08: Heart Failure Admission Rate: Age 18 and Older","PQI08-AD","73.0",2021,2022-06-01,TRUE
"Texas","Medicaid","PQI 15: Asthma in Younger Adults Admission Rate: Ages 18 to 39","PQI15-AD","3.0",2021,2022-06-01,TRUE
"Texas","Medicaid","Contraceptive Care: All Women Ages 21 to 44","CCW-AD","34.7",2021,2022-06-01,TRUE
"Texas","Medicaid","Contraceptive Care: All Women Ages 21 to 44","CCW-AD","10.1",2021,2022-06-01,TRUE
"Texas","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","11.9",2021,2022-06-01,TRUE
"Texas","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","42.7",2021,2022-06-01,TRUE
"Texas","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","0.8",2021,2022-06-01,TRUE
"Texas","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","13.2",2021,2022-06-01,TRUE
"Texas","Medicaid","Prenatal and Postpartum Care: Postpartum Care","PPC-AD","68.0",2021,2022-06-01,TRUE
"Texas","Medicaid","Breast Cancer Screening: Ages 50 to 74","BCS-AD","46.5",2021,2022-06-01,TRUE
"Texas","Medicaid","Cervical Cancer Screening: Ages 21 to 64","CCS-AD","52.3",2021,2022-06-01,TRUE
"Texas","Medicaid","Chlamydia Screening in Women Ages 21 to 24","CHL-AD","57.0",2021,2022-06-01,TRUE
"Texas","Medicaid","Flu Vaccinations for Adults Ages 18 to 64","FVA-AD","39.8",2021,2022-06-01,TRUE
"Utah","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","59.0",2021,2022-06-01,TRUE
"Utah","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","44.3",2021,2022-06-01,TRUE
"Utah","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","61.0",2021,2022-06-01,TRUE
"Utah","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","59.1",2021,2022-06-01,TRUE
"Utah","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","60.5",2021,2022-06-01,TRUE
"Utah","Medicaid","Comprehensive Diabetes Care: Hemoglobin A1c Poor Control (>9.0%): Ages 18 to 75","HPC-AD","46.1",2021,2022-06-01,TRUE
"Utah","Medicaid","Controlling High Blood Pressure: Ages 18 to 85","CBP-AD","63.1",2021,2022-06-01,TRUE
"Utah","Medicaid","Plan All-Cause Readmissions: Ages 18 to 64","PCR-AD","0.7621",2021,2022-06-01,TRUE
"Utah","Medicaid","Prenatal and Postpartum Care: Postpartum Care","PPC-AD","68.9",2021,2022-06-01,TRUE
"Utah","Medicaid","Breast Cancer Screening: Ages 50 to 74","BCS-AD","45.5",2021,2022-06-01,TRUE
"Utah","Medicaid","Cervical Cancer Screening: Ages 21 to 64","CCS-AD","50.2",2021,2022-06-01,TRUE
"Utah","Medicaid","Chlamydia Screening in Women Ages 21 to 24","CHL-AD","42.0",2021,2022-06-01,TRUE
"West Virginia","Medicaid","Medical Assistance With Smoking and Tobacco Use Cessation: Age 18 and older","MSC-AD","71.4",2021,2022-06-01,TRUE
"West Virginia","Medicaid","Medical Assistance With Smoking and Tobacco Use Cessation: Age 18 and older","MSC-AD","46.6",2021,2022-06-01,TRUE
"West Virginia","Medicaid","Medical Assistance With Smoking and Tobacco Use Cessation: Age 18 and older","MSC-AD","40.7",2021,2022-06-01,TRUE
"West Virginia","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","57.7",2021,2022-06-01,TRUE
"West Virginia","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","55.4",2021,2022-06-01,TRUE
"West Virginia","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","57.1",2021,2022-06-01,TRUE
"West Virginia","Medicaid","Comprehensive Diabetes Care: Hemoglobin A1c Poor Control (>9.0%): Ages 18 to 75","HPC-AD","43.4",2021,2022-06-01,TRUE
"West Virginia","Medicaid","Controlling High Blood Pressure: Ages 18 to 85","CBP-AD","59.9",2021,2022-06-01,TRUE
"West Virginia","Medicaid","Prenatal and Postpartum Care: Postpartum Care","PPC-AD","74.4",2021,2022-06-01,TRUE
"West Virginia","Medicaid","Cervical Cancer Screening: Ages 21 to 64","CCS-AD","48.8",2021,2022-06-01,TRUE
"West Virginia","Medicaid","Chlamydia Screening in Women Ages 21 to 24","CHL-AD","51.0",2021,2022-06-01,TRUE
"West Virginia","Medicaid","Flu Vaccinations for Adults Ages 18 to 64","FVA-AD","36.6",2021,2022-06-01,TRUE
"Alabama","Medicaid","Adherence to Antipsychotic Medications for Individuals with Schizophrenia: Age 18 and older","SAA-AD","80.9",2022,2023-06-01,TRUE
"Alabama","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","57.6",2022,2023-06-01,TRUE
"Alabama","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","26.3",2022,2023-06-01,TRUE
"Alabama","Medicaid","Concurrent Use of Opioids and Benzodiazepines: Age 18 and older","COB-AD","15.8",2022,2023-06-01,TRUE
"Alabama","Medicaid","Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18 to 64","SSD-AD","74.2",2022,2023-06-01,TRUE
"Alabama","Medicaid","Follow-Up After Emergency Department Visit for Alcohol and Other Drug Abuse or Dependence: Age 18 and Older","FUA-AD","3.3",2022,2023-06-01,TRUE
"Alabama","Medicaid","Follow-Up After Emergency Department Visit for Alcohol and Other Drug Abuse or Dependence: Age 18 and Older","FUA-AD","6.0",2022,2023-06-01,TRUE
"Alabama","Medicaid","Follow-Up After Emergency Department Visit for Mental Illness: Age 18 and Older","FUM-AD","28.1",2022,2023-06-01,TRUE
"Alabama","Medicaid","Follow-Up After Emergency Department Visit for Mental Illness: Age 18 and Older","FUM-AD","41.7",2022,2023-06-01,TRUE
"Alabama","Medicaid","Follow-Up After Hospitalization for Mental Illness: Age 18 and Older","FUH-AD","33.7",2022,2023-06-01,TRUE
"Alabama","Medicaid","Follow-Up After Hospitalization for Mental Illness: Age 18 and Older","FUH-AD","52.4",2022,2023-06-01,TRUE
"Alabama","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","36.8",2022,2023-06-01,TRUE
"Alabama","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","5.4",2022,2023-06-01,TRUE
"Alabama","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","36.7",2022,2023-06-01,TRUE
"Alabama","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","9.7",2022,2023-06-01,TRUE
"Alabama","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","34.6",2022,2023-06-01,TRUE
"Alabama","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","6.3",2022,2023-06-01,TRUE
"Alabama","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","34.7",2022,2023-06-01,TRUE
"Alabama","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","6.8",2022,2023-06-01,TRUE
"Alabama","Medicaid","Medical Assistance With Smoking and Tobacco Use Cessation: Age 18 and older","MSC-AD","69.0",2022,2023-06-01,TRUE
"Alabama","Medicaid","Medical Assistance With Smoking and Tobacco Use Cessation: Age 18 and older","MSC-AD","84.4",2022,2023-06-01,TRUE
"Alabama","Medicaid","Medical Assistance With Smoking and Tobacco Use Cessation: Age 18 and older","MSC-AD","84.9",2022,2023-06-01,TRUE
"Alabama","Medicaid","Use of Opioids at High Dosage in Persons Without Cancer: Age 18 and Older","OHD-AD","1.5",2022,2023-06-01,TRUE
"Alabama","Medicaid","Use of Pharmacotherapy for Opioid Use Disorder: Ages 18 to 64","OUD-AD","67.4",2022,2023-06-01,TRUE
"Alabama","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","73.8",2022,2023-06-01,TRUE
"Alabama","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","72.9",2022,2023-06-01,TRUE
"Alabama","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","73.6",2022,2023-06-01,TRUE
"Alabama","Medicaid","Avoidance of Antibiotic Treatment for Acute Bronchitis/Bronchiolitis: Age 18 and Older","AAB-AD","70.5",2022,2023-06-01,TRUE
"Alabama","Medicaid","Controlling High Blood Pressure: Ages 18 to 85","CBP-AD","15.3",2022,2023-06-01,TRUE
"Alabama","Medicaid","PQI 01: Diabetes Short-Term Complications Admission Rate: Age 18 and Older","PQI01-AD","31.3",2022,2023-06-01,TRUE
"Alabama","Medicaid","PQI 05: Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate: Age 40 and Older","PQI05-AD","117.1",2022,2023-06-01,TRUE
"Alabama","Medicaid","PQI 08: Heart Failure Admission Rate: Age 18 and Older","PQI08-AD","49.7",2022,2023-06-01,TRUE
"Alabama","Medicaid","PQI 15: Asthma in Younger Adults Admission Rate: Ages 18 to 39","PQI15-AD","6.0",2022,2023-06-01,TRUE
"Alabama","Medicaid","Contraceptive Care: All Women Ages 21 to 44","CCW-AD","28.0",2022,2023-06-01,TRUE
"Alabama","Medicaid","Contraceptive Care: All Women Ages 21 to 44","CCW-AD","4.1",2022,2023-06-01,TRUE
"Alabama","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","5.6",2022,2023-06-01,TRUE
"Alabama","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","37.8",2022,2023-06-01,TRUE
"Alabama","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","1.1",2022,2023-06-01,TRUE
"Alabama","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","8.9",2022,2023-06-01,TRUE
"Alabama","Medicaid","Prenatal and Postpartum Care: Postpartum Care","PPC-AD","74.8",2022,2023-06-01,TRUE
"Alabama","Medicaid","Breast Cancer Screening: Ages 50 to 74","BCS-AD","37.5",2022,2023-06-01,TRUE
"Alabama","Medicaid","Cervical Cancer Screening: Ages 21 to 64","CCS-AD","47.0",2022,2023-06-01,TRUE
"Alabama","Medicaid","Chlamydia Screening in Women Ages 21 to 24","CHL-AD","12.4",2022,2023-06-01,TRUE
"Alabama","Medicaid","Flu Vaccinations for Adults Ages 18 to 64","FVA-AD","26.7",2022,2023-06-01,TRUE
"Arkansas","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","83.4",2022,2023-06-01,TRUE
"Arkansas","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","98.9",2022,2023-06-01,TRUE
"Colorado","Medicaid","Adherence to Antipsychotic Medications for Individuals with Schizophrenia: Age 18 and older","SAA-AD","62.7",2022,2023-06-01,TRUE
"Colorado","Medicaid","Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18 to 64","SSD-AD","78.1",2022,2023-06-01,TRUE
"Colorado","Medicaid","Use of Pharmacotherapy for Opioid Use Disorder: Ages 18 to 64","OUD-AD","52.7",2022,2023-06-01,TRUE
"Colorado","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","44.8",2022,2023-06-01,TRUE
"Colorado","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","50.3",2022,2023-06-01,TRUE
"Colorado","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","46.1",2022,2023-06-01,TRUE
"Colorado","Medicaid","PQI 15: Asthma in Younger Adults Admission Rate: Ages 18 to 39","PQI15-AD","6.7",2022,2023-06-01,TRUE
"Colorado","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","89.5",2022,2023-06-01,TRUE
"Colorado","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","96.7",2022,2023-06-01,TRUE
"Colorado","Medicaid","Contraceptive Care: All Women Ages 21 to 44","CCW-AD","19.6",2022,2023-06-01,TRUE
"Colorado","Medicaid","Contraceptive Care: All Women Ages 21 to 44","CCW-AD","4.8",2022,2023-06-01,TRUE
"Colorado","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","8.7",2022,2023-06-01,TRUE
"Colorado","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","30.6",2022,2023-06-01,TRUE
"Colorado","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","1.7",2022,2023-06-01,TRUE
"Colorado","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","12.0",2022,2023-06-01,TRUE
"Colorado","Medicaid","Prenatal and Postpartum Care: Postpartum Care","PPC-AD","46.9",2022,2023-06-01,TRUE
"Colorado","Medicaid","Cervical Cancer Screening: Ages 21 to 64","CCS-AD","35.8",2022,2023-06-01,TRUE
"Colorado","Medicaid","Chlamydia Screening in Women Ages 21 to 24","CHL-AD","55.5",2022,2023-06-01,TRUE
"Connecticut","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","90.6",2022,2023-06-01,TRUE
"Connecticut","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","91.8",2022,2023-06-01,TRUE
"Connecticut","Medicaid","Flu Vaccinations for Adults Ages 18 to 64","FVA-AD","47.3",2022,2023-06-01,TRUE
"Delaware","Medicaid","Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18 to 64","SSD-AD","70.1",2022,2023-06-01,TRUE
"Delaware","Medicaid","Use of Pharmacotherapy for Opioid Use Disorder: Ages 18 to 64","OUD-AD","65.5",2022,2023-06-01,TRUE
"Delaware","Medicaid","Plan All-Cause Readmissions: Ages 18 to 64","PCR-AD","1.1785",2022,2023-06-01,TRUE
"Delaware","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","89.1",2022,2023-06-01,TRUE
"Delaware","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","91.2",2022,2023-06-01,TRUE
"Delaware","Medicaid","Contraceptive Care: All Women Ages 21 to 44","CCW-AD","24.4",2022,2023-06-01,TRUE
"Delaware","Medicaid","Contraceptive Care: All Women Ages 21 to 44","CCW-AD","4.0",2022,2023-06-01,TRUE
"Delaware","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","23.5",2022,2023-06-01,TRUE
"Delaware","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","48.2",2022,2023-06-01,TRUE
"Delaware","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","9.6",2022,2023-06-01,TRUE
"Delaware","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","17.3",2022,2023-06-01,TRUE
